TRANSACTION_ID,CREATED_AT,TRANSACTION_DATE,MERCHANT_ID,MERCHANT_CATEGORY,PRICING_PLAN,CUSTOMER_ID,CUSTOMER_COUNTRY,CUSTOMER_SEGMENT,ROUTE_ID,ROUTE_PROVIDER,CURRENCY,TRANSACTION_STATUS,FLAG_MISSING_MERCHANT,FLAG_ANOMALOUS_AMOUNT,GROSS_AMOUNT_NATIVE,FX_RATE_TO_USD,GROSS_AMOUNT_USD,GROSS_REVENUE_NATIVE,ROUTING_COST_NATIVE,SETTLED_AMOUNT_NATIVE,PROCESSOR_SETTLEMENT_FEE_NATIVE,CHARGEBACK_LOSS_NATIVE,CONTRIBUTION_PROFIT_USD
TXN_E57BAF17,2026-09-06 01:44:00.000,2026-09-06,MERCH_020,Retail_Tech,Volume_Custom,CUST_0132,AE,Standard,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,1113.95,0.270000,300.7665,16.7093,13.4674,1086.10,27.85,0.00,-6.6442
TXN_00017F80,2026-07-25 00:07:00.000,2026-07-25,MERCH_020,Retail_Tech,Volume_Custom,CUST_0135,IN,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3919.39,0.012000,47.0327,58.7909,98.2348,3821.41,97.98,0.00,-1.6491
TXN_F2F22FA7,2026-06-04 05:30:00.000,2026-06-04,MERCH_023,Retail_Tech,Volume_Custom,CUST_0137,AE,Standard,GW_IN_LOCAL,PayFast,AED,AUTHORIZED,FALSE,FALSE,1716.47,0.270000,463.4469,25.7471,8.6324,1673.56,42.91,0.00,-6.9647
TXN_6AC88361,2026-07-06 00:19:00.000,2026-07-06,MERCH_005,Hospitality,Tier_1_Default,CUST_0004,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,2767.17,0.740000,2047.7058,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_1806269F,2026-07-01 05:05:00.000,2026-07-01,MERCH_021,Gaming,IC_Plus,CUST_0050,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,2334.21,0.740000,1727.3154,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_61C9B629,2026-07-24 05:03:00.000,2026-07-24,MERCH_007,SaaS_Services,IC_Plus,CUST_0028,AE,Standard,GW_AE_LOCAL,GulfPay,AED,AUTHORIZED,FALSE,TRUE,-321.32,0.270000,-86.7564,0.0000,0.0000,-313.29,-8.03,0.00,2.1681
TXN_964BC6B5,2026-06-23 01:21:00.000,2026-06-23,MERCH_011,SaaS_Services,Tier_1_Default,CUST_0143,AE,Standard,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,1005.62,0.270000,271.5174,25.1405,12.1674,980.48,25.14,0.00,-3.2851
TXN_2731B16B,2026-08-22 03:30:00.000,2026-08-22,MERCH_010,Gaming,Volume_Custom,CUST_0015,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,3500.10,0.740000,2590.0740,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_A696F12B,2026-07-20 21:11:00.000,2026-07-20,MERCH_009,Retail_Tech,Tier_1_Default,CUST_0114,IN,SMB,GW_AE_LOCAL,GulfPay,INR,FAILED,FALSE,FALSE,954.58,0.012000,11.4550,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_CE002468,2026-08-29 05:32:00.000,2026-08-29,MERCH_024,Hospitality,Volume_Custom,CUST_0008,SG,SMB,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3526.85,0.740000,2609.8690,52.9028,88.4213,3438.68,88.17,0.00,-91.5295
TXN_DAC8F65D,2026-08-11 00:50:00.000,2026-08-11,MERCH_016,SaaS_Services,Volume_Custom,CUST_0048,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,DECLINED,FALSE,FALSE,3131.72,0.270000,845.5644,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_8E39310E,2026-07-12 14:03:00.000,2026-07-12,MERCH_023,Retail_Tech,Volume_Custom,CUST_0071,AE,SMB,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3244.89,0.270000,876.1203,48.6734,81.3723,3163.77,81.12,0.00,-30.7311
TXN_F04F6118,2026-08-06 09:06:00.000,2026-08-06,MERCH_020,Retail_Tech,Volume_Custom,CUST_0129,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,1536.34,0.740000,1136.8916,23.0451,18.5361,1497.93,38.41,0.00,-25.0867
TXN_A9257190,2026-07-24 01:19:00.000,2026-07-24,MERCH_022,Retail_Tech,IC_Plus,CUST_0138,IN,SMB,GW_CROSSBORDER_X,Stripe Global,INR,DECLINED,FALSE,FALSE,3268.18,0.012000,39.2182,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_A63F7801,2026-08-20 15:42:00.000,2026-08-20,MERCH_016,SaaS_Services,Volume_Custom,CUST_0082,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3486.58,0.270000,941.3766,52.2987,87.4145,3399.42,87.16,0.00,-33.0145
TXN_6178C08B,2026-09-01 07:36:00.000,2026-09-01,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0147,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,TRUE,FALSE,1319.77,0.740000,976.6298,26.3954,15.9372,1286.78,32.99,0.00,-16.6736
TXN_6C939E6C,2026-08-24 02:22:00.000,2026-08-24,MERCH_016,SaaS_Services,Volume_Custom,CUST_0061,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,DECLINED,FALSE,FALSE,2569.51,0.012000,30.8341,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_1D23A71C,2026-09-12 13:38:00.000,2026-09-12,MERCH_002,SaaS_Services,Volume_Custom,CUST_0145,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,1331.29,0.740000,985.1546,19.9694,16.0755,1298.01,33.28,0.00,-21.7457
TXN_9FD21D14,2026-09-05 00:56:00.000,2026-09-05,MERCH_001,Gaming,Volume_Custom,CUST_0095,SG,SMB,GW_AE_LOCAL,GulfPay,SGD,AUTHORIZED,FALSE,FALSE,722.49,0.740000,534.6426,10.8374,10.9874,704.43,18.06,0.00,-13.4754
TXN_5EFC1E54,2026-06-25 09:03:00.000,2026-06-25,MERCH_017,Retail_Tech,IC_Plus,CUST_0116,AE,SMB,GW_IN_LOCAL,PayFast,AED,DECLINED,FALSE,FALSE,1389.29,0.270000,375.1083,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_041501CF,2026-08-23 10:42:00.000,2026-08-23,MERCH_006,Gaming,Volume_Custom,CUST_0088,IN,Standard,GW_AE_LOCAL,GulfPay,INR,AUTHORIZED,FALSE,FALSE,471.43,0.012000,5.6572,7.0715,7.2215,459.64,11.79,0.00,-0.1433
TXN_361614F3,2026-09-10 19:40:00.000,2026-09-10,MERCH_006,Gaming,Volume_Custom,CUST_0038,SG,Standard,GW_AE_LOCAL,GulfPay,SGD,DECLINED,FALSE,TRUE,-286.33,0.740000,-211.8842,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_ABA9D6F4,2026-09-10 17:44:00.000,2026-09-10,MERCH_016,SaaS_Services,Volume_Custom,CUST_0041,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2880.53,0.012000,34.5664,43.2080,72.2633,2808.52,72.01,0.00,-1.2128
TXN_11DF235F,2026-08-12 22:53:00.000,2026-08-12,MERCH_006,Gaming,Volume_Custom,CUST_0012,AE,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3796.01,0.270000,1024.9227,56.9402,95.1503,3701.11,94.90,0.00,-35.9397
TXN_4E51D6C5,2026-09-06 11:16:00.000,2026-09-06,MERCH_020,Retail_Tech,Volume_Custom,CUST_0080,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,507.26,0.740000,375.3724,7.6089,6.1871,494.58,12.68,0.00,-8.3311
TXN_BDF89FAC,2026-09-01 10:15:00.000,2026-09-01,MERCH_024,Hospitality,Volume_Custom,CUST_0089,AE,SMB,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,1311.47,0.270000,354.0969,19.6721,15.8376,1278.68,32.79,0.00,-7.8180
TXN_755C1FE7,2026-08-22 23:47:00.000,2026-08-22,MERCH_024,Hospitality,Volume_Custom,CUST_0143,AE,Standard,GW_SG_LOCAL,SingaNet,AED,DECLINED,FALSE,FALSE,1687.58,0.270000,455.6466,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_41B0DD41,2026-06-13 12:56:00.000,2026-06-13,MERCH_025,Hospitality,IC_Plus,CUST_0091,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2465.90,0.012000,29.5908,44.3862,61.8975,2404.25,61.65,0.00,-0.9499
TXN_7C1521AF,2026-07-21 10:16:00.000,2026-07-21,MERCH_016,SaaS_Services,Volume_Custom,CUST_0138,IN,SMB,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,1222.46,0.012000,14.6695,18.3369,6.1623,1198.02,24.44,0.00,-0.1472
TXN_FD4E137C,2026-09-01 07:10:00.000,2026-09-01,MERCH_016,SaaS_Services,Volume_Custom,CUST_0037,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,DECLINED,FALSE,FALSE,2622.28,0.270000,708.0156,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_8C0CF4AD,2026-08-08 15:52:00.000,2026-08-08,MERCH_020,Retail_Tech,Volume_Custom,CUST_0129,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,2049.58,0.740000,1516.6892,30.7437,51.4895,1998.34,51.24,0.00,-53.2695
TXN_A320B610,2026-08-19 05:47:00.000,2026-08-19,MERCH_020,Retail_Tech,Volume_Custom,CUST_0048,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,2658.78,0.270000,717.8706,39.8817,66.7195,2592.31,66.47,0.00,-25.1931
TXN_47A3B801,2026-06-30 21:08:00.000,2026-06-30,MERCH_021,Gaming,IC_Plus,CUST_0046,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3007.04,0.740000,2225.2096,54.1267,75.4260,2931.86,75.18,0.00,-71.3947
TXN_907EFED3,2026-09-04 22:57:00.000,2026-09-04,MERCH_024,Hospitality,Volume_Custom,CUST_0004,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,597.94,0.740000,442.4756,8.9691,7.2753,582.99,14.95,0.00,-9.8096
TXN_15DA53A1,2026-07-24 01:34:00.000,2026-07-24,MERCH_007,SaaS_Services,IC_Plus,CUST_0115,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3400.45,0.270000,918.1215,61.2081,85.2613,3315.44,85.01,0.00,-29.4471
